,animal_id,unit_id,test_id,sex,unit_type,initial_conduction_velocity,initial_amplitude,initial_latency,recording_distance,test,test_frequency,test_amplitude,latency_k,latency_k_std,latency_normal_a,latency_normal_a_std,latency_normal_rmse,latency_normal_steady_cv,latency_actual_a,latency_actual_c,latency_actual_rmse,latency_actual_steady_cv,amplitude_actual_slope,amplitude_actual_slope_std,amplitude_actual_intercept,amplitude_actual_intercept_std,amplitude_actual_mean,amplitude_actual_rmse,amplitude_actual_rsquared,amplitude_normal_slope,amplitude_normal_intercept,amplitude_normal_mean,amplitude_normal_rmse,amplitude_normal_rsquared
0,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,F,,11.314957005787607,156.66815762895578,4.25,48.08856727459733,long-duration,50.0,1.0,2.9255617464965593,1.7233201744065347,0.019268499395232782,0.006172742554311002,0.004183869835938405,-0.018904243000411824,0.08189112242973932,4.331891122429739,0.017781446802738396,11.101056309010986,6.776863731241775,11.134857713909469,155.70830807487678,3.760660467582716,157.67359834043566,10.199596133223013,0.9869436339909233,0.04325616534849235,-0.006126640975457565,0.006417645593695509,0.06510318553294778,0.986943633990924
1,hff19,hff19_5,long-duration_electrical_50.0~-1.0_1.0,M,Ad,14.40682945536253,189.14258398056097,4.025,57.98748855783419,long-duration,50.0,1.0,5.088498787613964,1.4138901100482506,0.018788848538620985,0.001999356323915315,0.0032293351236155608,-0.018442338238754963,0.07562511536794947,4.10062511536795,0.012998073872552597,14.141133833598676,7.623585958245087,5.706703663443082,194.88519201681953,1.9273682122339137,197.09603191489006,5.2273738016837275,0.9400822138661633,0.040306026267615105,0.03036126458359445,0.042050012043541196,0.027637212581493358,0.9400822138661623
2,hff05,hff05_2,long-duration_electrical_50.0~-1.0_1.0,M,Ad,15.127191242303578,73.59375813850184,5.496875,83.15227936003748,long-duration,50.0,1.0,2.9993829409085726,1.2964986685886832,0.01631555610105005,0.003783973317485287,0.0026760020451839853,-0.016053632164838905,0.08968457244295949,5.586559572442959,0.014709648742120728,14.884344878412463,13.142488310376073,6.662666213307868,65.88744741656893,2.250232706603151,69.69876902694355,6.1030411697495435,0.8779911960095909,0.17858156238797043,-0.1047141893124931,-0.05292553621501439,0.08292878804019974,0.8779911960095907
3,hff20,hff20_1,long-duration_electrical_50.0~-1.0_1.0,F,SA,17.951329875519964,183.73775451190517,2.8583333333333334,51.310884560861226,long-duration,50.0,1.0,0.6463066467652574,10975666.787191771,1.1360746380605017e-08,0.16740307119416656,0.007259417627051245,-1.1360746343669348e-08,3.247280007122934e-08,2.8583333658061334,0.020749835383988096,17.951329671579458,25.19856420040251,10.192128556188274,179.180540026672,3.4422647822618107,186.48812364903804,9.336049329584531,0.8208124981659303,0.13714418284550106,-0.024802820178897345,0.01496899286942499,0.050811817932495784,0.8208124981659298
4,hff10,hff10_1,long-duration_electrical_50.0~-1.0_1.0,F,FA,17.98280010269721,89.72082023642793,4.8375,86.99179549679776,long-duration,50.0,1.0,7.536482246583314,2.387316035980313,0.01320290876012613,0.0012093831012089979,0.003115152546132888,-0.01303086345881388,0.06386907112711016,4.901369071127111,0.01506955044191796,17.74846868995182,-15.249084138909934,7.027314553697315,88.80844798600882,2.373388160297412,84.38621358572497,6.437061003744736,0.8560391830875915,-0.16996148830033309,-0.010169013702893803,-0.05945784530998999,0.07174545425222495,0.8560391830875921
5,hff19,hff19_3,long-duration_electrical_50.0~-1.0_1.0,M,FA,19.745486271016695,553.9153403016173,4.661111111111111,92.03590545212782,long-duration,50.0,1.0,11.909126714471515,1.734757191311606,0.023683772515043378,0.0007242397991418474,0.00251996552447107,-0.023135828808593772,0.11039269522289664,4.7715038063340085,0.011745839305729134,19.288658080908014,16.0410153685725,8.006643867724064,565.6973064266202,2.6948714703548844,570.3262851472654,7.072716399743213,0.8662661962519532,0.028959326816689827,0.021270337302063957,0.029627171612022885,0.012768587336635221,0.8662661962519558
6,hff11,hff11_2,long-duration_electrical_50.0~-1.0_1.0,F,FA,22.135128780021784,754.8698244039134,2.1725000000000003,48.08856727459733,long-duration,50.0,1.0,22.190961770877426,11.849713786552055,0.03090712951410535,0.0024210993972781283,0.010729753421504418,-0.0299805177685335,0.06714573886939389,2.2396457388693944,0.023310389308218313,21.471506158323564,32.127643649538356,99.82995004700072,784.9677742402429,33.71632613898376,794.2847910127236,91.44483039455605,0.9963146897909462,0.042560508594853566,0.03987170882091684,0.052214256464595765,0.12113986734966639,0.9963146897909462
7,hff19,hff19_2,long-duration_electrical_50.0~-1.0_1.0,M,SA,23.202329105578443,354.017942312498,3.966666666666667,92.03590545212782,long-duration,50.0,1.0,67.38832499146702,25.875877024074224,0.03268856442933384,0.0009470846796000294,0.004718989311568841,-0.031653845656166024,0.12966463890302424,4.096331305569691,0.018718657602556567,22.467886161206895,-1.2733853607896037,9.780479726861603,352.1483046772467,3.3032344398597315,351.7790234621927,8.958964778179475,0.9993949679995439,-0.0035969514778591747,-0.005281194571773784,-0.006324308976207171,0.02530652745919649,0.9993949679995432
8,hff11,hff11_1,long-duration_electrical_50.0~-1.0_1.0,F,FA,25.854068427202865,73.26767352271675,1.86,48.08856727459733,long-duration,50.0,1.0,12.97111076094554,4.529550608981774,0.1379087015405308,0.00970710127729352,0.036489256807525204,-0.12119487385396255,0.2565101848653873,2.116510184865388,0.06787001766199692,22.720687865556297,38.81191236749914,6.24137817690131,61.81736931019886,2.107947889180392,73.07282389677363,5.717138675736968,0.4199818429985242,0.5297276479710449,-0.15628043940780656,-0.0026594214962033513,0.07803084772391965,0.41998184299852453
9,hff16,hff16_1,long-duration_electrical_50.0~-1.0_1.0,M,SA,28.430261549470504,815.9724887008271,2.5027777777777778,71.15462682242479,long-duration,50.0,1.0,11.708697297487284,4.093072275713524,0.03724653691772089,0.0029938602916672187,0.009654635255592847,-0.03590904919133553,0.09321980489685144,2.595997582674629,0.02416340657024777,27.40935788896803,-36.175149814697704,20.36892848031782,875.003274207193,6.606570297957003,865.1153994447889,17.783163470987244,0.8879681222431453,-0.04433378614552919,0.07234408797330105,0.060226185838944124,0.021793827264079916,0.8879681222431458
